Nom,Prenom,Code_bateau,valeur,n_courses,Age,Embarcation,Club
DAUPEUX,MICHEL,K1H054169,653.0,1,M2,K1H,7902 - SAINT MAIXENT CK
COUCHOUD,PHILIPPE,K1H054826,120.25,4,M3,K1H,3804 - CLUB CK VIENNE
MOUCHOUX,CEDRIC,K1H056235,106.5,4,M2,K1H,6102 - PL ARGENTAN CANOE KAYAK
CHAPATTE,JONATHAN,K1H057642,157.33,3,M1,K1H,2506 - CK PONTARLIER
BIBES,JEAN-MICHEL,K1H060098,274.0,1,M2,K1H,4004 - CLUB LA PALUE CASTETS
DESSAINT,FRANCK,K1H060485,240.5,2,M3,K1H,8002 - CLUB NAUTIQUE DE RIVERY
SAGOT,GERARD,K1H060538,152.25,4,M3,K1H,2711 - VAL DE REUIL PAGAIE PASSION
BREISCH,RAPHAEL,K1H060561,270.75,4,M2,K1H,3311 - CK CLUB LE TEICH
FOURCAUD,HENRI,K1H060568,207.5,2,M3,K1H,3310 - E.N.B.C.K. BORDEAUX
JANERIAT,Marc,K1H060712,119.75,4,M3,K1H,3804 - CLUB CK VIENNE
URVOIS,Laurent,K1H060839,104.75,4,M2,K1H,8604 - CK VIVONNE LES PAGAYOUS
JOLIT,ERIC,K1H060998,28.25,4,M2,K1H,4705 - U.S. TONNEINS C.K.
PINTA,DIDIER,K1H061002,328.75,4,M3,K1H,7206 - U.S.F. CK LA FLECHE
MENAGE,VINCENT,K1H061003,169.0,1,M3,K1H,1608 - CK JARNAC SPORTS
HUGUET,Patrice,K1H061115,186.0,1,M3,K1H,3309 - CK SPORT LIBOURNE
HERVET,PATRICK,K1H061269,505.0,4,M3,K1H,4566 - PAGAIE ORLEANS METROPOLE
GERARDIN,THIERRY,K1H061272,871.0,1,M3,K1H,4565 - APPMVL CK LOIRE CHAPELLOISE
MOREAU,MICHEL,K1H061647,215.0,1,M3,K1H,4716 - CK VILLENEUVE SUR LOT
APPERCE,Nicolas,K1H061690,218.25,4,M3,K1H,2711 - VAL DE REUIL PAGAIE PASSION
DACOSTA,LAURENT,K1H062004,147.75,4,M3,K1H,2711 - VAL DE REUIL PAGAIE PASSION
PRADALIER,FABRICE,K1H062145,38.0,4,M2,K1H,3318 - BOMMES NAUTIQUE CK
LAVENANT,ETIENNE,K1H062230,115.0,1,M3,K1H,0208 - CANOE CLUB DE GUISE
BETHUNE,FABRICE,K1H062233,68.0,4,M2,K1H,0204 - A.S.C.R. RIBEMONT
DENIS,HERVE,K1H062447,250.0,4,M2,K1H,4566 - PAGAIE ORLEANS METROPOLE
CHARBONNIER,CHRISTIAN,K1H062537,143.0,4,M3,K1H,9202 - BAC CK SEVRES ISSY
BAUDIMONT,Daniel,K1H062543,146.0,4,M3,K1H,6309 - CLERMONT COMMUNAUTE CK
BILLAUD,CHRISTOPHE,K1H062658,331.0,3,M2,K1H,2522 - C.K. PONT DE ROIDE
CHAMPMARTIN,MICHEL,K1H062727,88.25,4,M3,K1H,3812 - GRENOBLE ALPES CK
PIGRET,BENOIT,K1H062926,277.0,4,M3,K1H,5109 - SILLERY CHAMPAGNE C.K.
AUVOLAT,CHRISTIAN,K1H062936,133.5,4,M3,K1H,8501 - CK FONTENAY LE COMTE
HERBIN,CHRISTOPHE,K1H062944,115.25,4,M3,K1H,7411 - CK CLUB SEVRIER
PARROT,ERIC,K1H063006,404.0,1,M3,K1H,4107 - VAL DES CHATEAUX CK
CHARLAIGRE,PATRICK,K1H063019,258.0,1,M3,K1H,7705 - TORCY CK
LECLERC,GERALD,K1H063170,204.0,4,M3,K1H,7206 - U.S.F. CK LA FLECHE
DELCROIX,SEBASTIEN,K1H063178,243.75,4,M2,K1H,5109 - SILLERY CHAMPAGNE C.K.
CAMPIONI,PATRICE,K1H063814,89.33,3,M2,K1H,2502 - LA GAULOISE CK MONTBELIARD
BOTINEAU,LAURENT,K1H063919,349.0,4,M3,K1H,4566 - PAGAIE ORLEANS METROPOLE
REBOUL,Pierre,K1H063980,230.5,4,M3,K1H,9404 - JOINVILLE EAU VIVE
LAMPERT,PHILIPPE,K1H064147,349.67,3,M3,K1H,2506 - CK PONTARLIER
DE BOYSSON,THOMAS,K1H064555,180.0,4,M1,K1H,4566 - PAGAIE ORLEANS METROPOLE
DANIEL,JEAN-LOUIS,K1H064910,239.33,3,M1,K1H,5609 - CLUB NAUTIQUE DE BAUD
DE NARDI,JONATHAN,K1H065034,183.5,2,M1,K1H,4705 - U.S. TONNEINS C.K.
TASTARD,Ronan,K1H067259,58.0,4,M2,K1H,3309 - CK SPORT LIBOURNE
BERNARD,CLAUDE,K1H069440,205.5,4,M3,K1H,3804 - CLUB CK VIENNE
MOREAU,JEAN-MICHEL,K1H069648,110.0,4,M3,K1H,2711 - VAL DE REUIL PAGAIE PASSION
GAILLARD,SEBASTIEN,K1H070417,150.25,4,M2,K1H,9202 - BAC CK SEVRES ISSY
WEBER,ERIK,K1H072248,127.67,3,M1,K1H,6701 - STRASBOURG EAUX VIVES
MOURASSE,OLIVIER,K1H073259,58.75,4,M1,K1H,2415 - A.L. MARSAC SUR L'ISLE
ANGOT,Frederic,K1H076509,326.5,4,M1,K1H,5301 - CK AMBRIERES
BONNIFET,Romuald,K1H076543,519.5,2,M1,K1H,7903 - CK NIORTAIS
BECHET,STEPHANE,K1H077867,243.0,1,M2,K1H,4508 - LOISIRS EAUX VIVES BEAUGENCY
MAILFAIT,JEROME,K1H081038,106.25,4,M2,K1H,5109 - SILLERY CHAMPAGNE C.K.
BONNETAIN,QUENTIN,K1H081501,0.0,2,M1,K1H,0708 - V.P.A. PONT D'ARC
AUDREN,JULIEN,K1H082191,264.5,4,M3,K1H,2711 - VAL DE REUIL PAGAIE PASSION
LAFEUILLE,JULIEN,K1H083359,70.0,4,M1,K1H,1911 - HAUTE CORREZE KAYAK CLUB
LEGARE,XAVIER,K1H086917,86.5,4,M1,K1H,6414 - U.S.C. NAY CK
MILERIOU,Ronan,K1H088211,310.0,1,M1,K1H,4004 - CLUB LA PALUE CASTETS
AUFFRET,Tanguy,K1H088689,114.5,4,M1,K1H,3105 - VENERQUE EAUX VIVES
VANNIER,PATRICE,K1H089030,488.25,4,M2,K1H,7206 - U.S.F. CK LA FLECHE
MARCEN,SERGE,K1H093620,229.25,4,M3,K1H,2711 - VAL DE REUIL PAGAIE PASSION
GOURLIN,THOMAS,K1H096621,254.25,4,M2,K1H,0203 - ST QUENTIN CK
GRATON,PAUL,K1H097691,47.0,4,M1,K1H,1306 - MARSEILLE MAZARGUES CK
VAUX,PATRICK,K1H099010,365.0,1,M3,K1H,4566 - PAGAIE ORLEANS METROPOLE
HOLLEVILLE,Hans,K1H100096,84.5,4,M2,K1H,9404 - JOINVILLE EAU VIVE
GUERIN,ERIC,K1H102663,119.5,4,M3,K1H,4705 - U.S. TONNEINS C.K.
BAGOT,JULES,K1H104671,66.5,4,M22,K1H,6803 - C.K. APACH COLMAR
PANTHOU,GEREMY,K1H105588,61.67,3,M1,K1H,3812 - GRENOBLE ALPES CK
DUVAL,CYRIL,K1H107203,127.75,4,M1,K1H,2711 - VAL DE REUIL PAGAIE PASSION
RICHARD,VINCENT,K1H107568,379.0,2,M3,K1H,2711 - VAL DE REUIL PAGAIE PASSION
BAUDESSON,FABRICE,K1H108844,424.67,3,M1,K1H,1326 - CLUB DE CK DURANCE LUBERON
LAFITTE,VINCENT,K1H110943,201.0,1,M1,K1H,4007 - STADE MONTOIS
CAVIOLE,THOMAS,K1H114972,275.25,4,M1,K1H,2711 - VAL DE REUIL PAGAIE PASSION
ADAM,PASCAL,K1H114998,142.5,4,M2,K1H,6701 - STRASBOURG EAUX VIVES
BELDAME,JOHANN,K1H115907,275.5,2,M2,K1H,8003 - PICQUIGNY VIEILLE SOMME
MORGENTHALER,JEROME,K1H116916,176.0,4,M1,K1H,6705 - BRUCHE SPORT PASSION MOLSHEIM
GUYONNET,GAETAN,K1H116942,32.25,4,M1,K1H,8612 - MOUSSAC CK
BLONDEAU,REGIS,K1H117132,508.0,1,M3,K1H,0211 - C.K. PLEIN AIR DE CHAUNY
PIERRE EUGENE,BASILE,K1H117259,94.0,4,M1,K1H,1712 - CLUB NAUTIQUE ROCHEFORTAIS
PETE,Remi,K1H117750,63.75,4,M1,K1H,4921 - ENTENTE SPORTIVE ANJOU CK
BOUVET,FELIX,K1H119091,39.75,4,M22,K1H,2415 - A.L. MARSAC SUR L'ISLE
ROUSSIN,MICHEL,K1H119779,202.5,4,M1,K1H,2711 - VAL DE REUIL PAGAIE PASSION
VIGUIE,JULIEN,K1H120932,148.0,4,M1,K1H,4705 - U.S. TONNEINS C.K.
GUERARD,LUCAS,K1H121072,175.75,4,M1,K1H,6414 - U.S.C. NAY CK
LAUBERTON,MATTHIEU,K1H122695,869.0,2,M1,K1H,9201 - ATHLETIC CLUB DE BOULOGNE
PAAUW,Thijs,K1H123137,60.25,4,M1,K1H,1911 - HAUTE CORREZE KAYAK CLUB
BASTIER,PASCAL,K1H124349,281.0,4,M3,K1H,3318 - BOMMES NAUTIQUE CK
SAUVAGE,BRUNO,K1H125858,192.25,4,M2,K1H,5302 - CK LAVAL
LAMPERT,VIRGILE,K1H126275,419.33,3,M1,K1H,2506 - CK PONTARLIER
PEDUZZI,THIBAUD,K1H127634,292.25,4,M1,K1H,9404 - JOINVILLE EAU VIVE
COUTURE,LUDOVIC,K1H130863,348.0,1,M1,K1H,1816 - CHATEAUNEUF PAGAIE AVENTURE
MOLENE,Laurent,K1H131016,196.67,3,M2,K1H,2412 - CASTELNAUD EN PERIGORD KC
MAILLARD,PIERRE,K1H131574,470.5,2,M1,K1H,8002 - CLUB NAUTIQUE DE RIVERY
COAT,GAETAN,K1H135653,178.75,4,M22,K1H,4713 - CK CLUB VALLEE DU DROPT
FOUQUE,BENJAMIN,K1H138961,265.75,4,M1,K1H,2711 - VAL DE REUIL PAGAIE PASSION
CARNOT,HOEL,K1H140182,344.5,4,M1,K1H,2920 - LA PAGAIE DES AVENS
DELFLY,FABIEN,K1H142842,307.0,2,M1,K1H,5112 - LES PELLES CHALONNAISES
PLESSIS,Julien,K1H143916,221.0,4,M22,K1H,6102 - PL ARGENTAN CANOE KAYAK
MAREAU,DAMIEN,K1H144426,76.0,1,M1,K1H,2417 - ALP GNP PERIGUEUX
HUGUENIN,Jeremy,K1H147308,285.0,1,M22,K1H,7705 - TORCY CK
ROME,YVAN,K1H148327,236.0,3,M22,K1H,8604 - CK VIVONNE LES PAGAYOUS
MARTINAIS,CLAUDE,K1H150103,669.0,1,M3,K1H,9407 - RED STAR CLUB CHAMPIGNY
POGET,JEAN PAUL,K1H150429,111.5,2,M2,K1H,4705 - U.S. TONNEINS C.K.
GALIOTO,VINCENT,K1H151738,145.5,4,M2,K1H,7903 - CK NIORTAIS
FAGET,Marceau,K1H152247,51.5,4,M22,K1H,2415 - A.L. MARSAC SUR L'ISLE
DOLLAT,AYMERIC,K1H154107,183.0,1,M1,K1H,5110 - K.C. TOURS SUR MARNE
LECONTE,NICOLAS,K1H154415,355.5,4,M1,K1H,4566 - PAGAIE ORLEANS METROPOLE
MOREAUX,QUENTIN,K1H154678,135.75,4,M1,K1H,0211 - C.K. PLEIN AIR DE CHAUNY
PAAUW,PIETER,K1H155730,89.0,4,M22,K1H,1962 - ARGENTAT DORDOGNE CANOE-KAYAK
ALEXANDRE,BENJAMIN,K1H157283,265.25,4,M22,K1H,0213 - OMOIS CK
POULAIN,CHRISTOPHE,K1H158461,73.25,4,M22,K1H,8802 - AS GERARDMER CK
GREHAN,RAPHAEL,K1H158615,55.0,4,M22,K1H,1911 - HAUTE CORREZE KAYAK CLUB
PECHEUX,Philippe,K1H159341,294.5,4,M3,K1H,7705 - TORCY CK
VIALLARD,THEO,K1H161637,270.0,2,M22,K1H,7411 - CK CLUB SEVRIER
DÉSÈMERIE,THOMAS,K1H161701,52.5,4,M1,K1H,7705 - TORCY CK
TROUVE,MAX,K1H162932,31.75,4,M22,K1H,2412 - CASTELNAUD EN PERIGORD KC
LEMARCHAND,FLORIAN,K1H169983,89.25,4,M22,K1H,6102 - PL ARGENTAN CANOE KAYAK
COGNY,Pierre,K1H170197,136.5,2,M22,K1H,8604 - CK VIVONNE LES PAGAYOUS
COGNY,Jean,K1H170198,257.0,1,M22,K1H,8604 - CK VIVONNE LES PAGAYOUS
LAGIER,GEORGES,K1H178431,634.0,3,M3,K1H,4509 - CK MONTARGEOIS ET VALLEE DU LOING
GOBLET,JORDAN,K1H180582,103.0,1,M22,K1H,0201 - CNVO TERGNIER
DUBOIS,CLEMENT,K1H182590,154.0,3,M22,K1H,7206 - U.S.F. CK LA FLECHE
WOLFFER,BRYAN,K1H182806,225.75,4,M22,K1H,6720 - KAYAKISTES ET MARCHEURS DE DETTWILLER
TALLET PINET,PAUL,K1H186088,275.0,3,M22,K1H,4566 - PAGAIE ORLEANS METROPOLE
BASTIER,ROMAIN,K1H186295,315.0,1,M22,K1H,3318 - BOMMES NAUTIQUE CK
LE BOURSER,YANN,K1H189104,422.25,4,M22,K1H,5605 - PLUMELIAU CK
CASTRYCK- -GENEREUX,Yann,K1H190302,531.25,4,M22,K1H,8002 - CLUB NAUTIQUE DE RIVERY
ROBET,CLEMENT,K1H191544,120.0,2,M1,K1H,3812 - GRENOBLE ALPES CK
MAILLER,JEAN-FRANCOIS,K1H191928,537.0,1,M2,K1H,9407 - RED STAR CLUB CHAMPIGNY
CRETTE,FLORIAN,K1H191965,67.75,4,M22,K1H,0211 - C.K. PLEIN AIR DE CHAUNY
MORET,HUGUES,K1H191980,18.0,3,M22,K1H,4409 - GETIGNE CK
DE MIRANDA,LIONEL,K1H193986,98.67,3,M22,K1H,1911 - HAUTE CORREZE KAYAK CLUB
BAROUH,MAXENCE,K1H195229,0.0,4,M22,K1H,2415 - A.L. MARSAC SUR L'ISLE
RAVET,JOSHUA,K1H198343,207.5,4,M22,K1H,9407 - RED STAR CLUB CHAMPIGNY
BERLAND,EMILIEN,K1H198704,55.0,4,M22,K1H,7705 - TORCY CK
YDOUX,TOM,K1H200237,75.75,4,M22,K1H,2415 - A.L. MARSAC SUR L'ISLE
MAISONNEUVE,EMILIEN,K1H202064,345.5,2,M22,K1H,3812 - GRENOBLE ALPES CK
LAURENT,THOMAS,K1H204701,217.33,3,M1,K1H,3812 - GRENOBLE ALPES CK
GODART,KILIAN,K1H208147,177.0,1,M22,K1H,8910 - AVALLON MORVAN C.K.
JAUJAY,Augustin,K1H210887,97.5,4,M22,K1H,2912 - LES ALLIGATORS - LANDERNEAU
KINTS,MAXIME,K1H211197,145.75,4,M22,K1H,3501 - KAYAK CLUB PONT REAN
LESCORCE,RAPHAEL,K1H211618,40.5,4,M22,K1H,3318 - BOMMES NAUTIQUE CK
BROUARD,Alexis,K1H212284,313.33,3,M22,K1H,2214 - C.K.C PLANCOET
BLANC,ALAIN,K1H213006,314.0,1,M3,K1H,9407 - RED STAR CLUB CHAMPIGNY
SOUCHU,Baptiste,K1H213054,277.0,1,M22,K1H,4508 - LOISIRS EAUX VIVES BEAUGENCY
COSSON,PAUL,K1H213222,196.0,4,M1,K1H,9407 - RED STAR CLUB CHAMPIGNY
KLATT,ETIENNE,K1H214315,120.0,1,M22,K1H,8402 - JEUNE CK AVIGNONNAIS
BRULE,ALEXIS,K1H214399,194.67,3,M22,K1H,7209 - CK CLUB FERTOIS
FERRION,CHARLES,K1H215482,123.5,2,M22,K1H,6102 - PL ARGENTAN CANOE KAYAK
RUIZ,TRISTAN,K1H216129,146.5,4,M22,K1H,6414 - U.S.C. NAY CK
BOITEL,FRANCIS,K1H216374,504.25,4,M3,K1H,8010 - CK CLUB DE HAM
LE SCLOTOUR,Titouan,K1H220692,630.0,4,U18,K1H,6701 - STRASBOURG EAUX VIVES
CAERELS,GUILLAUME,K1H221513,640.0,2,M1,K1H,8003 - PICQUIGNY VIEILLE SOMME
SAUTEUR,NICOLAS,K1H222871,40.0,4,M22,K1H,2415 - A.L. MARSAC SUR L'ISLE
REBOUL,Augustin,K1H223126,0.0,4,M22,K1H,9404 - JOINVILLE EAU VIVE
MARGOUTI,HUGO,K1H223588,170.33,3,M22,K1H,2410 - GALO PORT SAINTE FOY
DELAHAYE,VINCENT,K1H223854,28.0,1,M22,K1H,7705 - TORCY CK
DUCROCQ,NICOLAS,K1H226142,107.5,2,M22,K1H,6211 - C.K.C. BEAURAINVILLOIS
LE JEUNE,ERWANN,K1H227231,752.0,3,M22,K1H,2209 - CANOE CLUB DU LIE
CABANNE,PHILIPPE,K1H227472,248.5,4,M3,K1H,2711 - VAL DE REUIL PAGAIE PASSION
JAUJAY,IRENEE,K1H227478,26.25,4,M22,K1H,3701 - CK CLUB DE TOURS
TEBIB,ARTHUR,K1H227506,196.67,3,M22,K1H,4213 - BASE DE LOISIRS LOIRE FOREZ
GALET,Theo,K1H227713,134.75,4,M22,K1H,0213 - OMOIS CK
MOREL,GUILLAUME,K1H227974,354.0,1,M22,K1H,1604 - COGNAC CK
ROYE,Leo,K1H230546,232.0,1,U18,K1H,7705 - TORCY CK
GLADE,THIERRY,K1H232280,284.0,1,M3,K1H,5109 - SILLERY CHAMPAGNE C.K.
ODOT,Tanguy,K1H233429,399.0,2,M22,K1H,4415 - S.N.O.S. C.K. ST NAZAIRE
MIGLINIEKS,JULES,K1H235470,20.75,4,M22,K1H,2403 - UNION SPORTIVE NEUVICOISE DE CK
BROSSAT,AXEL,K1H236722,57.25,4,U21,K1H,0705 - EYRIEUX CK
DALEM,DAVID,K1H237183,309.0,1,M2,K1H,9407 - RED STAR CLUB CHAMPIGNY
COLLIGNON,THIBAUT,K1H238733,27.0,4,M22,K1H,0205 - THIERACHE SPORT NATURE
HELY,BRUNO,K1H238872,58.67,3,M22,K1H,6102 - PL ARGENTAN CANOE KAYAK
DENIS,FABIEN,K1H239268,267.25,4,M22,K1H,8604 - CK VIVONNE LES PAGAYOUS
BESSIERE,PATRICE,K1H239540,634.75,4,M3,K1H,9202 - BAC CK SEVRES ISSY
WICHE,ETIENNE,K1H239803,30.25,4,M22,K1H,0108 - CKC VALLEE DE L'AIN
COMBE,CORENTIN,K1H239805,25.0,4,M22,K1H,1911 - HAUTE CORREZE KAYAK CLUB
MENNECART,GREGOIRE,K1H240208,69.0,1,M22,K1H,0208 - CANOE CLUB DE GUISE
MONJANEL,Clement,K1H241168,0.25,4,M22,K1H,1911 - HAUTE CORREZE KAYAK CLUB
QUEUDEVILLE,MELVIN,K1H241311,179.5,2,M22,K1H,7705 - TORCY CK
DOREAU,Titouan,K1H241898,15.5,4,M22,K1H,1306 - MARSEILLE MAZARGUES CK
MARGELY,MAXIME,K1H242299,0.0,2,M22,K1H,3506 - C.K.C.I.R. ST GREGOIRE
KIEFFERT,J Noel,K1H242737,360.75,4,M3,K1H,3318 - BOMMES NAUTIQUE CK
GEORGEON,CORENTIN,K1H243099,11.0,4,M22,K1H,1306 - MARSEILLE MAZARGUES CK
GUIZIOU,MAXENCE,K1H244233,27.5,4,M22,K1H,3501 - KAYAK CLUB PONT REAN
COUCHOUD,CLEMENT,K1H247423,67.5,4,M22,K1H,3804 - CLUB CK VIENNE
LOPES,EDDY,K1H251766,479.75,4,M22,K1H,6705 - BRUCHE SPORT PASSION MOLSHEIM
FLORES,PAUL,K1H251939,231.25,4,M22,K1H,2410 - GALO PORT SAINTE FOY
BUSSON,ANTOINE,K1H252184,253.0,4,M22,K1H,4421 - NANTES ATLANTIQUE CK
BERLU,Killian,K1H252477,268.25,4,M22,K1H,3703 - VAL DE L'INDRE CK
RUELLAN,STEPHANE,K1H252856,1384.0,1,M3,K1H,5630 - CANOE KAYAK AMICALE LAIQUE DE CLEGUER
ROUSSIN,MANOEL,K1H252875,52.0,4,M22,K1H,2403 - UNION SPORTIVE NEUVICOISE DE CK
ROUSSIN,TANGUY,K1H252876,43.75,4,M22,K1H,2403 - UNION SPORTIVE NEUVICOISE DE CK
MARAT,Damien,K1H252961,275.5,4,M22,K1H,5112 - LES PELLES CHALONNAISES
HERRY,Alexis,K1H253733,90.5,2,M22,K1H,2710 - S.P.N. VERNON
REYNIER,THEO,K1H254607,75.0,2,M22,K1H,4705 - U.S. TONNEINS C.K.
BOIVIN,PIERRE,K1H254621,155.0,4,M22,K1H,2909 - BREST BRETAGNE NAUTISME
LE CADRE,ENZO,K1H255625,23.5,4,M22,K1H,7211 - FOYER RURAL DES ALPES MANCELLES
COURTIN,CLEMENT,K1H256232,824.67,3,M22,K1H,2711 - VAL DE REUIL PAGAIE PASSION
COURTIN,THIBAUD,K1H256234,799.0,1,M22,K1H,2711 - VAL DE REUIL PAGAIE PASSION
COURTIN,FRANCIS,K1H256235,758.0,2,M3,K1H,2711 - VAL DE REUIL PAGAIE PASSION
BATELLIER,STEVEN,K1H256237,370.0,4,M22,K1H,2711 - VAL DE REUIL PAGAIE PASSION
FAURE,GUSTAVE,K1H258296,206.25,4,M22,K1H,9202 - BAC CK SEVRES ISSY
CULOS,Rodrigue,K1H264326,177.5,4,M22,K1H,8606 - VALLEE VONNE CK
GESLIN,CHRISTOPHER,K1H267780,480.0,1,M22,K1H,7203 - CK CLUB DU MANS
MAITRE,JULES,K1H267841,381.67,3,M22,K1H,3112 - MURET OLYMPIQUE C.K.
CABANNE,JULIEN,K1H268080,141.5,4,M22,K1H,2711 - VAL DE REUIL PAGAIE PASSION
LERUSSE,Rafael,K1H268967,201.5,2,M22,K1H,3507 - CK DU PAYS DE BROCELIANDE
CHANTEUX,VINCENT,K1H269756,260.5,4,M22,K1H,7209 - CK CLUB FERTOIS
GUILLOT-SECHUITTI,THOBIAS,K1H269957,202.0,4,U21,K1H,2301 - CLUB CK AUBUSSON
PERREAU,LENI,K1H271559,84.0,2,U21,K1H,7705 - TORCY CK
MAIRESSE,PIERRE,K1H274986,436.0,4,M3,K1H,4209 - CLUB KAYAK CHAMBON FEUGEROLLES
VALLEE,GWENDAL,K1H279837,144.75,4,M22,K1H,3501 - KAYAK CLUB PONT REAN
JEANDEMANGE,Donovan,K1H280232,345.5,2,U21,K1H,3309 - CK SPORT LIBOURNE
BEN-BELGACEM,IBRAHIM,K1H280253,258.5,2,M22,K1H,7705 - TORCY CK
JOSPIN,Anatole,K1H280982,85.5,4,M22,K1H,9404 - JOINVILLE EAU VIVE
BARONE,LUCA,K1H280999,0.0,4,M22,K1H,1306 - MARSEILLE MAZARGUES CK
WUILQUE,ALAIN,K1H281779,467.0,1,M3,K1H,2706 - CK AONES LOUVIER
HARREAU,BENJAMIN,K1H281870,162.0,1,M22,K1H,3703 - VAL DE L'INDRE CK
HUGUENIN,NATHAN,K1H282940,141.0,1,U21,K1H,7705 - TORCY CK
DELEPLANCQUE,LUCAS,K1H283160,79.25,4,M22,K1H,8606 - VALLEE VONNE CK
DUVERGER,ALEXANDRE,K1H283300,73.25,4,U21,K1H,6102 - PL ARGENTAN CANOE KAYAK
DUVERGER,MAXIME,K1H283309,60.25,4,U21,K1H,6102 - PL ARGENTAN CANOE KAYAK
GAUD,Thomas,K1H284332,87.5,4,U21,K1H,9404 - JOINVILLE EAU VIVE
LEBLOND,YVAN,K1H285677,152.5,2,M22,K1H,6211 - C.K.C. BEAURAINVILLOIS
CARON,MAO,K1H287431,394.0,1,M22,K1H,8003 - PICQUIGNY VIEILLE SOMME
VATTAN,NICOLAS,K1H288498,513.25,4,M1,K1H,0163 - BUGEY RHONE CK
AUTIN,Arthus,K1H289656,338.0,4,U18,K1H,5604 - CLUB LOISIRS POP. LOCHRIST
HRAIBA,Adam,K1H291292,26.0,4,U21,K1H,6701 - STRASBOURG EAUX VIVES
EVRARD,THIBAUT,K1H292803,203.0,2,M22,K1H,6211 - C.K.C. BEAURAINVILLOIS
HECKMANN,Benoit,K1H294163,617.67,3,U21,K1H,6705 - BRUCHE SPORT PASSION MOLSHEIM
CAVROIS,Robin,K1H294204,40.0,4,U21,K1H,0108 - CKC VALLEE DE L'AIN
PASSAS,Cedric,K1H294700,104.0,4,U18,K1H,0703 - CK TAIN TOURNON
D'HALLUIN,ALEXANDRE,K1H295308,69.25,4,U21,K1H,3704 - C.O.C.C.K. CHINON
ERNST,MARTIN,K1H295412,247.0,3,M22,K1H,3812 - GRENOBLE ALPES CK
LABET,SIMON,K1H295511,266.0,1,M22,K1H,2801 - ASS. ESTIENNE CK
MOZAS,CLEMENT,K1H296154,60.5,4,M22,K1H,2403 - UNION SPORTIVE NEUVICOISE DE CK
KERLEAU,Thibault,K1H296394,100.75,4,U21,K1H,5609 - CLUB NAUTIQUE DE BAUD
VASSENT,CHRISTOPHE,K1H296734,567.0,2,M2,K1H,8010 - CK CLUB DE HAM
ROUSSEAU,Gaetan,K1H296766,44.25,4,U21,K1H,7903 - CK NIORTAIS
MESNIL,Gabin,K1H296962,246.5,2,U18,K1H,3522 - CESSON SEVIGNE CK LES POISSONS VOLANTS
FOUCHER,HUGO,K1H297281,53.0,4,U21,K1H,5302 - CK LAVAL
AUVOLAT,Gabriel,K1H297526,98.25,4,U18,K1H,8501 - CK FONTENAY LE COMTE
MONTOIR,Gaetan,K1H297681,369.0,4,U18,K1H,4566 - PAGAIE ORLEANS METROPOLE
PISKULA,LEANDRE,K1H297850,206.0,2,M22,K1H,8010 - CK CLUB DE HAM
LE MARCHAND,Matheo,K1H298138,936.0,1,U18,K1H,5624 - JOSSELIN CK
PELLISSIER,HUGO,K1H298267,32.5,4,U21,K1H,1611 - CK AUBETERRE
TASSOTTI,JULIEN,K1H298421,123.5,2,U21,K1H,5102 - C.K. DORMANS EAUX LIBRES
BIENASSIS,Robin,K1H298443,170.0,2,U18,K1H,8604 - CK VIVONNE LES PAGAYOUS
COPPENS,DUNCAN,K1H298543,274.5,2,U21,K1H,3507 - CK DU PAYS DE BROCELIANDE
LUKACS,QUENTIN,K1H298663,402.5,2,M2,K1H,9407 - RED STAR CLUB CHAMPIGNY
MAHE,MALIK,K1H298785,90.75,4,U21,K1H,2206 - LA ROCHE DERRIEN CK
PASCAL,NICOLAS,K1H299170,327.0,3,M22,K1H,4922 - CK DES PONTS DE CE
RENAUD,Ethan,K1H299252,99.0,4,U21,K1H,2214 - C.K.C PLANCOET
WEHMER,YVES,K1H299519,33.75,4,M22,K1H,8802 - AS GERARDMER CK
PARRAVANO,Sacha,K1H300227,547.0,3,U21,K1H,2206 - LA ROCHE DERRIEN CK
SCHUPP,AUGUSTIN,K1H300745,143.0,4,U21,K1H,8802 - AS GERARDMER CK
BLAIS,ELIAS,K1H300927,0.75,4,M22,K1H,7211 - FOYER RURAL DES ALPES MANCELLES
DELUTHAULT,MATTHIEU,K1H301388,239.0,4,M2,K1H,1604 - COGNAC CK
MONNET,David,K1H302122,378.0,1,M2,K1H,0116 - TOURING CK MONTMERLE 3 RIVIERES
NAILLON,BASILE,K1H302984,53.5,4,M22,K1H,2412 - CASTELNAUD EN PERIGORD KC
ROPERS,Noah,K1H305310,9.25,4,U18,K1H,2206 - LA ROCHE DERRIEN CK
MACOIN,Nathan,K1H306675,316.67,3,U21,K1H,8606 - VALLEE VONNE CK
AMIR-TAHMASSEB,Timothee Cyrus,K1H306932,91.0,3,U18,K1H,6701 - STRASBOURG EAUX VIVES
PAGES,Louis,K1H309114,25.5,4,U21,K1H,3704 - C.O.C.C.K. CHINON
BESSIERE,Matthieu,K1H309147,64.25,4,M22,K1H,9202 - BAC CK SEVRES ISSY
GELINAUD,EMILIEN,K1H309678,159.25,4,U21,K1H,8604 - CK VIVONNE LES PAGAYOUS
BRIAND,TITOUAN,K1H309778,296.33,3,U21,K1H,2912 - LES ALLIGATORS - LANDERNEAU
IANOTTO,Timeo,K1H310035,55.0,4,U18,K1H,3318 - BOMMES NAUTIQUE CK
